regression,score,random_state,embedding,sample_size,pearson_train,pearson_test,spearman_train,spearman_test,RMSE_train,RMSE_test,SDR_train,SDR_test
ridge,zsurf_score,0,esm2_t30_l29,2000,0.825615,0.774814,0.82906,0.790214,0.0637522,0.0742803,0.761164,0.740208
ridge,nanomelt,0,vhse,2000,0.925038,0.855363,0.924301,0.853956,1.51974,2.05379,0.858847,0.876784
ridge,solubility_score,0,esm2_t30_l29,2000,0.941731,0.914105,0.93851,0.909176,0.10255,0.132211,0.926126,0.901385
ridge,nanomelt,0,vhse,3000,0.913348,0.865808,0.913399,0.863549,1.60366,1.98238,0.864125,0.86159
ridge,zsurf_score,0,esm2_t30_l29,3000,0.828047,0.783397,0.832239,0.795716,0.0626922,0.0729328,0.791888,0.774867
ridge,solubility_score,0,esm2_t30_l29,3000,0.939739,0.919315,0.935957,0.912268,0.105327,0.128349,0.920484,0.898946
ridge,nanomelt,0,vhse,4000,0.910498,0.875715,0.910544,0.873986,1.63548,1.91416,0.872062,0.862677
ridge,zsurf_score,0,esm2_t30_l29,4000,0.818089,0.791026,0.821204,0.80082,0.0644314,0.0718517,0.773772,0.762892
ridge,solubility_score,0,esm2_t30_l29,4000,0.940042,0.922013,0.936432,0.916325,0.105142,0.126268,0.930385,0.907735
ridge,nanomelt,0,vhse,6000,0.904452,0.88614,0.907017,0.887281,1.69662,1.83953,0.862247,0.858884
ridge,zsurf_score,0,esm2_t30_l29,6000,0.817861,0.795071,0.822771,0.806909,0.0645474,0.0711749,0.797567,0.781825
ridge,solubility_score,0,esm2_t30_l29,6000,0.939235,0.924978,0.935324,0.920992,0.107383,0.123747,0.932138,0.915139
ridge,nanomelt,0,vhse,8000,0.903079,0.890734,0.906049,0.891791,1.70731,1.80198,0.879212,0.872898
ridge,zsurf_score,0,esm2_t30_l29,8000,0.812098,0.799947,0.818202,0.811773,0.0656532,0.0705038,0.785113,0.767656
ridge,nanomelt,0,nanobuilder,20,0.956149,0.0505403,0.944361,0.0583315,1.02068,4.39185,0.823666,0.508586
ridge,nanomelt,0,nanobuilder,50,0.618063,0.0377987,0.658935,0.0354822,3.00817,3.99005,0.139918,0.119489
ridge,nanomelt,0,nanobuilder,100,0.484347,0.187724,0.429148,0.178049,3.41873,3.91154,0.121487,0.121786
ridge,solubility_score,0,esm2_t30_l29,8000,0.937329,0.927165,0.934033,0.922921,0.109383,0.121991,0.931709,0.917395
ridge,nanomelt,0,nanobuilder,200,0.492134,0.332229,0.422285,0.319981,3.28792,3.77683,0.205207,0.198038
ridge,zsurf_score,42,esm2_t30_l1,20,0.874166,0.511902,0.831579,0.527185,0.0717032,0.102534,0.349123,0.258799
ridge,nanomelt,0,nanobuilder,500,0.560598,0.479564,0.520127,0.46761,3.22583,3.49513,0.462863,0.46761
ridge,solubility_score,42,esm2_t30_l1,20,1.0,0.626173,1.0,0.611291,2.59752e-05,0.258447,0.999959,0.846985
ridge,nanomelt,0,nanobuilder,640,0.579464,0.484461,0.548495,0.473612,3.24508,3.47439,0.512436,0.522292
ridge,zsurf_score,42,esm2_t30_l1,50,0.784564,0.594622,0.719184,0.622376,0.064685,0.100439,0.373732,0.26714
ridge,nanomelt,0,nanobuilder,700,0.576441,0.496911,0.553693,0.48563,3.21473,3.44306,0.509849,0.518366
ridge,solubility_score,42,esm2_t30_l1,50,0.94379,0.713199,0.936807,0.711054,0.0898038,0.222082,0.840309,0.767941
ridge,nanomelt,0,nanobuilder,750,0.591893,0.49704,0.565481,0.488135,3.19939,3.44507,0.523992,0.536869
ridge,zsurf_score,42,esm2_t30_l1,100,0.825864,0.581525,0.814557,0.613346,0.0520682,0.0946669,0.658874,0.460791
ridge,nanomelt,0,nanobuilder,800,0.584347,0.500881,0.555137,0.490788,3.23894,3.43737,0.520204,0.542017
ridge,solubility_score,42,esm2_t30_l1,100,0.939103,0.808871,0.90375,0.799241,0.104672,0.184406,0.8766,0.814549
ridge,nanomelt,0,nanobuilder,1000,0.581655,0.507982,0.559278,0.493433,3.22551,3.42893,0.560499,0.589982
ridge,zsurf_score,42,esm2_t30_l1,200,0.797896,0.629807,0.794381,0.653323,0.0664757,0.0887459,0.685167,0.632923
ridge,nanomelt,0,nanobuilder,1500,0.570178,0.519086,0.556221,0.504128,3.31594,3.39003,0.532354,0.561656
ridge,solubility_score,42,esm2_t30_l1,200,0.919752,0.829328,0.892644,0.819421,0.130141,0.176531,0.866069,0.853747
ridge,nanomelt,0,nanobuilder,2000,0.554282,0.527147,0.535273,0.51224,3.28283,3.36652,0.522444,0.540237
ridge,zsurf_score,42,esm2_t30_l1,500,0.729711,0.672058,0.723028,0.692637,0.0773155,0.084741,0.630592,0.631933
ridge,nanomelt,0,nanobuilder,3000,0.563512,0.537696,0.552244,0.527385,3.23182,3.34006,0.536259,0.540098
ridge,solubility_score,42,esm2_t30_l1,500,0.890099,0.859749,0.874568,0.847869,0.145562,0.160137,0.847756,0.860183
ridge,nanomelt,0,nanobuilder,4000,0.575357,0.544445,0.5628,0.532132,3.222,3.32315,0.554737,0.559391
ridge,zsurf_score,42,esm2_t30_l1,640,0.734102,0.675484,0.735616,0.695539,0.079094,0.0842565,0.660946,0.672947
ridge,nanomelt,0,nanobuilder,6000,0.570462,0.559106,0.559267,0.544722,3.25084,3.28488,0.56574,0.570424
ridge,solubility_score,42,esm2_t30_l1,640,0.902419,0.860066,0.89424,0.84775,0.139826,0.16041,0.873018,0.894871
ridge,nanomelt,0,nanobuilder,8000,0.567386,0.563974,0.555136,0.548468,3.26914,3.27165,0.550572,0.550814
ridge,zsurf_score,42,esm2_t30_l1,700,0.752996,0.674434,0.75642,0.69581,0.07621,0.0845085,0.69311,0.703068
ridge,nanomelt,0,ablang,20,0.933918,0.232998,0.972932,0.222004,1.83441,3.85393,0.480074,0.236737
ridge,nanomelt,0,ablang,50,0.924813,0.517811,0.941151,0.491608,1.55406,3.43413,0.6398,0.387658
ridge,solubility_score,42,esm2_t30_l1,700,0.905747,0.862217,0.896681,0.848923,0.14049,0.15968,0.879888,0.914019
ridge,nanomelt,0,ablang,100,0.803653,0.61836,0.819633,0.59771,2.55468,3.25625,0.42053,0.377353
ridge,zsurf_score,42,esm2_t30_l1,750,0.764761,0.675127,0.764839,0.697575,0.0748569,0.0844853,0.711254,0.719516
ridge,nanomelt,0,ablang,200,0.883536,0.647506,0.876869,0.631715,1.809,3.01945,0.696573,0.630319
ridge,solubility_score,42,esm2_t30_l1,750,0.90573,0.862401,0.898108,0.848336,0.141126,0.159652,0.881631,0.915011
ridge,nanomelt,0,ablang,500,0.857495,0.72702,0.839631,0.716315,2.0509,2.7303,0.729676,0.704808
ridge,zsurf_score,42,esm2_t30_l1,800,0.745209,0.678862,0.75248,0.699954,0.077739,0.0839441,0.679471,0.686212
ridge,nanomelt,0,ablang,640,0.857034,0.736844,0.845915,0.722664,2.09204,2.68024,0.745523,0.748293
ridge,solubility_score,42,esm2_t30_l1,800,0.897904,0.862644,0.891032,0.848668,0.145924,0.158958,0.867861,0.895686
ridge,nanomelt,0,ablang,700,0.853127,0.745641,0.838773,0.731296,2.09213,2.64032,0.741303,0.735463
ridge,zsurf_score,42,esm2_t30_l1,1000,0.761934,0.679339,0.768828,0.699781,0.0745877,0.0840921,0.711839,0.714732
ridge,nanomelt,0,ablang,750,0.853702,0.744022,0.839999,0.730609,2.0991,2.64796,0.751502,0.746435
ridge,solubility_score,42,esm2_t30_l1,1000,0.895283,0.863232,0.887884,0.848058,0.144654,0.158501,0.868687,0.887849
ridge,nanomelt,0,ablang,800,0.854878,0.748672,0.839231,0.734784,2.10041,2.6277,0.757488,0.757094
ridge,zsurf_score,42,esm2_t30_l1,1500,0.765488,0.684894,0.764112,0.708259,0.0739382,0.0834202,0.72556,0.7299
ridge,nanomelt,0,ablang,1000,0.853079,0.762402,0.838951,0.747603,2.09879,2.56371,0.763191,0.750908
ridge,solubility_score,42,esm2_t30_l1,1500,0.891222,0.867823,0.880934,0.85224,0.145686,0.155853,0.868108,0.881185
ridge,nanomelt,0,ablang,1500,0.848622,0.777839,0.835928,0.763811,2.15171,2.49093,0.77834,0.757846
ridge,zsurf_score,42,esm2_t30_l1,2000,0.758675,0.68709,0.753599,0.713425,0.0741411,0.0831211,0.722262,0.723476
ridge,nanomelt,0,ablang,2000,0.850379,0.784749,0.839454,0.771784,2.08446,2.45539,0.796922,0.776988
ridge,solubility_score,42,esm2_t30_l1,2000,0.895301,0.869976,0.881672,0.854352,0.141815,0.154742,0.877752,0.88963
ridge,nanomelt,0,ablang,3000,0.845435,0.796039,0.834019,0.782676,2.09511,2.39912,0.802045,0.774255
ridge,zsurf_score,42,esm2_t30_l1,3000,0.763142,0.691733,0.761664,0.715219,0.0734128,0.0827157,0.73736,0.74248
ridge,solubility_score,42,esm2_t30_l1,3000,0.895213,0.874871,0.88433,0.859227,0.14173,0.152154,0.884045,0.903289
ridge,nanomelt,0,ablang,4000,0.84509,0.804001,0.834243,0.79112,2.11042,2.3565,0.808163,0.789761
ridge,zsurf_score,42,esm2_t30_l1,4000,0.765725,0.701016,0.762116,0.723372,0.0722737,0.0817008,0.751981,0.754272
ridge,nanomelt,0,ablang,6000,0.844795,0.810755,0.836627,0.797597,2.11927,2.31927,0.825392,0.820742
ridge,solubility_score,42,esm2_t30_l1,4000,0.899734,0.877054,0.889145,0.861572,0.138772,0.151223,0.894463,0.918087
ridge,zsurf_score,42,esm2_t30_l1,6000,0.758318,0.708419,0.757697,0.728208,0.0742801,0.0808051,0.747906,0.754481
ridge,nanomelt,0,ablang,8000,0.839811,0.814059,0.831615,0.799521,2.15576,2.30106,0.823598,0.816112
ridge,nanomelt,0,antiberty,20,0.961332,0.219288,0.97594,0.216017,1.18028,3.94197,0.711664,0.415104
ridge,solubility_score,42,esm2_t30_l1,6000,0.895391,0.880474,0.884694,0.866487,0.141384,0.148973,0.891022,0.909656
ridge,nanomelt,0,antiberty,50,0.953735,0.441971,0.963817,0.440866,1.11447,3.57601,0.793066,0.528898
ridge,nanomelt,0,antiberty,100,0.82313,0.575182,0.816387,0.580893,2.33612,3.30339,0.512607,0.413115
ridge,nanomelt,0,antiberty,200,0.78852,0.641607,0.760381,0.638376,2.39701,3.10199,0.527201,0.484533
ridge,zsurf_score,42,esm2_t30_l1,8000,0.758177,0.711662,0.756807,0.730753,0.0738065,0.0803306,0.749479,0.741092
ridge,nanomelt,0,antiberty,500,0.836563,0.693141,0.821677,0.684449,2.16645,2.86198,0.720642,0.673947
ridge,nanomelt,0,antiberty,640,0.82743,0.710765,0.814969,0.69693,2.26441,2.78817,0.726177,0.715989
ridge,nanomelt,0,antiberty,700,0.807691,0.719884,0.796214,0.705168,2.35566,2.75587,0.692457,0.675433
ridge,solubility_score,42,esm2_t30_l1,8000,0.89565,0.881596,0.884944,0.868172,0.140944,0.148251,0.891977,0.906007
ridge,nanomelt,0,antiberty,750,0.820776,0.722763,0.807494,0.708964,2.28957,2.7391,0.727281,0.711217
ridge,zsurf_score,42,esm2_t30_l15,20,1.0,0.318907,1.0,0.314302,4.34165e-06,0.117094,0.999973,0.674065
ridge,nanomelt,0,antiberty,800,0.810469,0.728354,0.793955,0.714042,2.36799,2.71844,0.705333,0.694906
ridge,solubility_score,42,esm2_t30_l15,20,0.920221,0.388627,0.879699,0.38773,0.161121,0.291752,0.423692,0.278019
ridge,zsurf_score,42,esm2_t30_l15,50,0.838312,0.327632,0.785546,0.369113,0.0606764,0.108689,0.402921,0.26684
ridge,nanomelt,0,antiberty,1000,0.822463,0.734016,0.808272,0.721721,2.27863,2.69111,0.739502,0.719749
ridge,solubility_score,42,esm2_t30_l15,50,0.864809,0.464804,0.805618,0.467225,0.167083,0.27965,0.460862,0.358941
ridge,nanomelt,0,antiberty,1500,0.819126,0.748669,0.807524,0.739497,2.32754,2.62819,0.754373,0.726647
ridge,zsurf_score,42,esm2_t30_l15,100,0.900465,0.481481,0.8836,0.504841,0.0460083,0.10106,0.616112,0.402951
ridge,nanomelt,0,antiberty,2000,0.821266,0.764779,0.809902,0.75586,2.25451,2.55254,0.780141,0.756625
ridge,solubility_score,42,esm2_t30_l15,100,0.996349,0.74939,0.992583,0.734414,0.0271159,0.209089,0.966386,0.807171
ridge,nanomelt,0,antiberty,3000,0.814103,0.769974,0.804821,0.759569,2.27396,2.52862,0.782518,0.752135
ridge,zsurf_score,42,esm2_t30_l15,200,0.859858,0.523354,0.851715,0.530824,0.060787,0.0976259,0.627878,0.582146
ridge,solubility_score,42,esm2_t30_l15,200,0.972619,0.834787,0.963579,0.823784,0.0797269,0.172792,0.902715,0.858411
ridge,nanomelt,0,antiberty,4000,0.813301,0.777262,0.803841,0.767536,2.29381,2.49278,0.786387,0.765564
ridge,zsurf_score,42,esm2_t30_l15,500,0.840789,0.686444,0.819269,0.701214,0.0623821,0.0832392,0.707811,0.675911
ridge,nanomelt,0,antiberty,6000,0.809526,0.783131,0.801961,0.776726,2.32509,2.46376,0.789001,0.771164
ridge,solubility_score,42,esm2_t30_l15,500,0.957887,0.881772,0.95496,0.87397,0.0923178,0.147936,0.915209,0.892759
ridge,zsurf_score,42,esm2_t30_l15,640,0.838873,0.695854,0.82371,0.710232,0.0644537,0.0821075,0.722871,0.702834
ridge,nanomelt,0,antiberty,8000,0.809063,0.788767,0.802078,0.78141,2.33381,2.43536,0.7917,0.779033
ridge,solubility_score,42,esm2_t30_l15,640,0.956292,0.893361,0.954396,0.887543,0.0954168,0.141241,0.919635,0.924891
ridge,nanomelt,0,esm2_t30,20,0.899896,0.194023,0.896241,0.168245,2.28033,3.88758,0.329303,0.191895
ridge,zsurf_score,42,esm2_t30_l15,700,0.85838,0.705126,0.841001,0.716626,0.0599391,0.0812761,0.775447,0.749302
ridge,nanomelt,0,esm2_t30,50,0.895642,0.407232,0.912435,0.401726,1.73805,3.61886,0.60444,0.428124
ridge,nanomelt,0,esm2_t30,100,0.886791,0.631235,0.879162,0.624746,1.85351,3.09314,0.662994,0.571939
ridge,solubility_score,42,esm2_t30_l15,700,0.958959,0.898287,0.954926,0.893393,0.0945094,0.138282,0.924438,0.935746
ridge,nanomelt,0,esm2_t30,200,0.864637,0.734008,0.846999,0.731098,1.90377,2.72826,0.693576,0.619659
ridge,zsurf_score,42,esm2_t30_l15,750,0.855324,0.714322,0.837052,0.728429,0.0606973,0.0801046,0.775306,0.746221
ridge,nanomelt,0,esm2_t30,500,0.922359,0.808782,0.911611,0.803708,1.5148,2.33048,0.858624,0.812846
ridge,solubility_score,42,esm2_t30_l15,750,0.95746,0.899316,0.954544,0.894104,0.0965346,0.137616,0.924902,0.936651
ridge,nanomelt,0,esm2_t30,640,0.914035,0.827273,0.909472,0.823359,1.62375,2.22603,0.860309,0.840134
ridge,zsurf_score,42,esm2_t30_l15,800,0.854435,0.719945,0.84185,0.734398,0.0610059,0.079456,0.773438,0.759163
ridge,nanomelt,0,esm2_t30,700,0.909919,0.8305,0.902489,0.825499,1.6386,2.2066,0.859089,0.836441
ridge,solubility_score,42,esm2_t30_l15,800,0.955031,0.904888,0.95221,0.898815,0.0986419,0.133884,0.922791,0.938242
ridge,nanomelt,0,esm2_t30,750,0.908521,0.830586,0.903019,0.826709,1.66404,2.20618,0.859518,0.838663
ridge,zsurf_score,42,esm2_t30_l15,1000,0.852976,0.732368,0.843769,0.746295,0.0604892,0.0779606,0.781624,0.759462
ridge,nanomelt,0,esm2_t30,800,0.910173,0.834518,0.90681,0.829951,1.65961,2.18335,0.86126,0.849248
ridge,solubility_score,42,esm2_t30_l15,1000,0.952353,0.910047,0.949269,0.903412,0.0992554,0.130195,0.924959,0.930378
ridge,nanomelt,0,esm2_t30,1000,0.905496,0.842796,0.902971,0.838529,1.69055,2.1329,0.86296,0.857559
ridge,zsurf_score,42,esm2_t30_l15,1500,0.844906,0.747466,0.834401,0.757865,0.06168,0.0759627,0.789225,0.765277
ridge,nanomelt,0,esm2_t30,1500,0.901154,0.852389,0.901385,0.851159,1.75307,2.0718,0.867778,0.854232
ridge,solubility_score,42,esm2_t30_l15,1500,0.947044,0.916659,0.941957,0.911603,0.103224,0.125349,0.926082,0.921866
ridge,nanomelt,0,esm2_t30,2000,0.893605,0.855405,0.891964,0.853841,1.7729,2.05236,0.864007,0.84292
ridge,zsurf_score,42,esm2_t30_l15,2000,0.838208,0.7542,0.829215,0.771054,0.0621929,0.0751256,0.791649,0.777913
ridge,solubility_score,42,esm2_t30_l15,2000,0.943734,0.921541,0.936913,0.916981,0.105346,0.121765,0.926312,0.926794
ridge,nanomelt,0,esm2_t30,3000,0.89347,0.861205,0.893851,0.859485,1.75868,2.01449,0.868922,0.843763
ridge,zsurf_score,42,esm2_t30_l15,3000,0.824572,0.76566,0.821149,0.78299,0.0643669,0.0735096,0.786247,0.771714
ridge,nanomelt,0,esm2_t30,4000,0.895284,0.868204,0.895831,0.866559,1.75622,1.96614,0.875004,0.860643
ridge,solubility_score,42,esm2_t30_l15,3000,0.941581,0.923839,0.936383,0.919522,0.107164,0.120037,0.928107,0.929356
ridge,nanomelt,0,esm2_t30,6000,0.893582,0.870986,0.895967,0.869323,1.7779,1.94633,0.87735,0.87173
ridge,zsurf_score,42,esm2_t30_l15,4000,0.81959,0.771762,0.818801,0.785807,0.0644759,0.0726617,0.786496,0.771869
ridge,solubility_score,42,esm2_t30_l15,4000,0.939702,0.926652,0.935657,0.922224,0.108788,0.117878,0.928986,0.928407
ridge,nanomelt,0,esm2_t30,8000,0.892613,0.872791,0.893608,0.870648,1.78946,1.93456,0.889255,0.889125
ridge,nanomelt,0,esm2_t30_l1,20,0.897813,0.0674601,0.909774,0.0638258,2.29952,4.02092,0.322879,0.248008
ridge,nanomelt,0,esm2_t30_l1,50,0.664849,0.18965,0.659944,0.179574,2.70819,3.92457,0.30678,0.242123
ridge,zsurf_score,42,esm2_t30_l15,6000,0.817997,0.779419,0.816703,0.791031,0.0656004,0.0715907,0.792566,0.780977
ridge,nanomelt,0,esm2_t30_l1,100,0.622477,0.373622,0.637239,0.37069,2.98956,3.6939,0.351438,0.289443
ridge,nanomelt,0,esm2_t30_l1,200,0.617863,0.463453,0.608399,0.44982,2.95145,3.55118,0.375511,0.332498
ridge,solubility_score,42,esm2_t30_l15,6000,0.937823,0.927824,0.934032,0.922791,0.110239,0.116964,0.929756,0.929934
ridge,nanomelt,0,esm2_t30_l1,500,0.673731,0.57091,0.645897,0.55943,2.89188,3.26326,0.561071,0.563846
ridge,nanomelt,0,esm2_t30_l1,640,0.710382,0.586344,0.690062,0.572328,2.81609,3.22195,0.619601,0.649801
ridge,nanomelt,0,esm2_t30_l1,700,0.682579,0.586686,0.663886,0.571148,2.89129,3.21223,0.584526,0.604841
ridge,zsurf_score,42,esm2_t30_l15,8000,0.816026,0.781912,0.817443,0.79432,0.0654583,0.0712343,0.796432,0.776624
ridge,nanomelt,0,esm2_t30_l1,750,0.681163,0.594689,0.667551,0.58052,2.91919,3.1901,0.588026,0.614038
ridge,nanomelt,0,esm2_t30_l1,800,0.714093,0.598615,0.699966,0.584172,2.80308,3.18823,0.635116,0.668119
ridge,solubility_score,42,esm2_t30_l15,8000,0.937417,0.928747,0.933121,0.924079,0.110362,0.116239,0.931043,0.929353
ridge,nanomelt,0,esm2_t30_l1,1000,0.723757,0.606644,0.715382,0.596682,2.74657,3.17066,0.661164,0.697894
ridge,zsurf_score,42,esm2_t30_l29,20,1.0,0.40026,1.0,0.418787,4.01588e-06,0.110876,0.999975,0.709807
ridge,nanomelt,0,esm2_t30_l1,1500,0.72221,0.61492,0.712089,0.603233,2.796,3.14326,0.672759,0.70263
ridge,solubility_score,42,esm2_t30_l29,20,0.994261,0.605974,0.972932,0.597066,0.0345696,0.250067,0.910853,0.596752
ridge,zsurf_score,42,esm2_t30_l29,50,0.916367,0.454388,0.891861,0.488215,0.0493021,0.103019,0.514965,0.37305
ridge,nanomelt,0,esm2_t30_l1,2000,0.703242,0.622637,0.69399,0.610333,2.80673,3.10614,0.662116,0.672603
ridge,solubility_score,42,esm2_t30_l29,50,1.0,0.709698,1.0,0.702867,1.7244e-05,0.221738,0.999965,0.770604
ridge,zsurf_score,42,esm2_t30_l29,100,0.905841,0.539547,0.901338,0.583786,0.0429428,0.0971809,0.669653,0.443391
ridge,nanomelt,0,esm2_t30_l1,3000,0.696617,0.630918,0.690778,0.620206,2.80821,3.07637,0.663308,0.658398
ridge,solubility_score,42,esm2_t30_l29,100,0.97331,0.813729,0.9597,0.804603,0.0746808,0.183432,0.876196,0.747673
ridge,zsurf_score,42,esm2_t30_l29,200,0.896867,0.605293,0.881439,0.627708,0.0512256,0.0915296,0.730477,0.69295
ridge,nanomelt,0,esm2_t30_l1,4000,0.691142,0.640276,0.68132,0.628139,2.84817,3.04444,0.663833,0.661358
ridge,solubility_score,42,esm2_t30_l29,200,0.962493,0.852965,0.952356,0.846037,0.0922987,0.163977,0.889471,0.860732
ridge,zsurf_score,42,esm2_t30_l29,500,0.861032,0.693842,0.842005,0.708347,0.0582693,0.0823349,0.749191,0.721991
ridge,nanomelt,0,esm2_t30_l1,6000,0.689051,0.647741,0.67829,0.637156,2.86973,3.01863,0.666949,0.663865
ridge,solubility_score,42,esm2_t30_l29,500,0.954302,0.884784,0.952723,0.879176,0.0961887,0.146402,0.907585,0.91323
ridge,zsurf_score,42,esm2_t30_l29,640,0.85717,0.7047,0.847351,0.71749,0.060894,0.0812038,0.751243,0.746725
ridge,nanomelt,0,esm2_t30_l1,8000,0.691475,0.652535,0.678683,0.643261,2.86756,3.004,0.682993,0.681998
ridge,solubility_score,42,esm2_t30_l29,640,0.952281,0.891344,0.951489,0.88575,0.0996211,0.142479,0.91342,0.920422
ridge,nanomelt,0,esm2_t30_l15,20,0.95867,0.236169,0.965414,0.232324,1.37424,3.85432,0.63253,0.278622
ridge,zsurf_score,42,esm2_t30_l29,700,0.858227,0.708007,0.850298,0.721479,0.0603638,0.0807921,0.755966,0.743547
ridge,nanomelt,0,esm2_t30_l15,50,0.835616,0.319797,0.85457,0.313398,2.42013,3.78764,0.339401,0.20489
ridge,solubility_score,42,esm2_t30_l29,700,0.954999,0.893971,0.953181,0.888339,0.0988495,0.140917,0.919255,0.928057
ridge,nanomelt,0,esm2_t30_l15,100,0.844451,0.532511,0.827537,0.52179,2.29965,3.409,0.499488,0.377378
ridge,zsurf_score,42,esm2_t30_l29,750,0.87575,0.711504,0.86528,0.726235,0.0565313,0.0808863,0.80274,0.798173
ridge,nanomelt,0,esm2_t30_l15,200,0.868498,0.661654,0.847824,0.650298,1.9193,3.00277,0.667083,0.557579
ridge,solubility_score,42,esm2_t30_l29,750,0.953383,0.895724,0.951667,0.890328,0.100947,0.139814,0.91938,0.929499
ridge,nanomelt,0,esm2_t30_l15,500,0.875332,0.754074,0.845936,0.746105,1.93433,2.61239,0.748032,0.704051
ridge,zsurf_score,42,esm2_t30_l29,800,0.859676,0.721829,0.852948,0.738234,0.0603535,0.079212,0.76138,0.7626
ridge,nanomelt,0,esm2_t30_l15,640,0.892827,0.77188,0.875966,0.762196,1.81765,2.52097,0.809507,0.799439
ridge,nanomelt,0,esm2_t30_l15,700,0.900063,0.771119,0.883675,0.761024,1.72402,2.53414,0.841524,0.833526
ridge,solubility_score,42,esm2_t30_l29,800,0.952642,0.898339,0.951334,0.892561,0.101217,0.138007,0.918186,0.925222
ridge,nanomelt,0,esm2_t30_l15,750,0.896866,0.773069,0.884267,0.765749,1.76299,2.52455,0.841767,0.834819
ridge,zsurf_score,42,esm2_t30_l29,1000,0.867754,0.725681,0.861488,0.738525,0.0575356,0.0791303,0.803883,0.798968
ridge,nanomelt,0,esm2_t30_l15,800,0.887465,0.781364,0.87226,0.774375,1.85654,2.47338,0.814607,0.801119
ridge,solubility_score,42,esm2_t30_l29,1000,0.950505,0.900979,0.949185,0.894846,0.101236,0.136251,0.918652,0.917521
ridge,nanomelt,0,esm2_t30_l15,1000,0.885219,0.788737,0.872902,0.780923,1.86124,2.43697,0.821331,0.807317
ridge,zsurf_score,42,esm2_t30_l29,1500,0.859861,0.737017,0.850275,0.750935,0.0588244,0.077571,0.810523,0.800148
ridge,nanomelt,0,esm2_t30_l15,1500,0.872896,0.800387,0.86718,0.793239,1.97671,2.37687,0.825047,0.803726
ridge,solubility_score,42,esm2_t30_l29,1500,0.947078,0.907478,0.943588,0.901984,0.103308,0.131733,0.921166,0.912252
ridge,nanomelt,0,esm2_t30_l15,2000,0.86316,0.812284,0.854858,0.806498,1.99713,2.3126,0.820592,0.791037
ridge,zsurf_score,42,esm2_t30_l29,2000,0.844329,0.745327,0.838543,0.763445,0.061274,0.07623,0.783671,0.767217
ridge,solubility_score,42,esm2_t30_l29,2000,0.946229,0.912052,0.941336,0.906708,0.103023,0.128654,0.930874,0.925451
ridge,nanomelt,0,esm2_t30_l15,3000,0.862028,0.815218,0.856684,0.808551,1.98654,2.29581,0.827006,0.79429
ridge,zsurf_score,42,esm2_t30_l29,3000,0.837581,0.756991,0.830121,0.769589,0.0621288,0.0747952,0.80413,0.796084
ridge,nanomelt,0,esm2_t30_l15,4000,0.861735,0.824075,0.856504,0.81867,1.99925,2.24423,0.843946,0.819605
ridge,solubility_score,42,esm2_t30_l29,3000,0.940884,0.917971,0.937129,0.912758,0.107847,0.124398,0.922853,0.926332
ridge,nanomelt,0,esm2_t30_l15,6000,0.857487,0.830203,0.854054,0.824502,2.03839,2.21016,0.834777,0.809383
ridge,zsurf_score,42,esm2_t30_l29,4000,0.823338,0.764166,0.821975,0.778558,0.0639389,0.0737059,0.781048,0.77645
ridge,nanomelt,0,esm2_t30_l15,8000,0.852771,0.83497,0.848736,0.82738,2.07351,2.18092,0.841873,0.817493
ridge,solubility_score,42,esm2_t30_l29,4000,0.940656,0.92078,0.938009,0.916488,0.10801,0.122346,0.925137,0.929164
ridge,nanomelt,0,esm2_t30_l29,20,0.921266,0.350036,0.944361,0.331059,2.03842,3.76508,0.410512,0.189904
ridge,nanomelt,0,esm2_t30_l29,50,0.924712,0.46776,0.935677,0.458618,1.69098,3.52106,0.574545,0.376285
ridge,zsurf_score,42,esm2_t30_l29,6000,0.82013,0.777728,0.821017,0.790711,0.0653067,0.0718167,0.785799,0.782729
ridge,nanomelt,0,esm2_t30_l29,100,0.941778,0.699825,0.930697,0.691349,1.36839,2.847,0.766659,0.661606
ridge,nanomelt,0,esm2_t30_l29,200,0.90146,0.7494,0.884181,0.74403,1.67659,2.65864,0.725156,0.639897
ridge,solubility_score,42,esm2_t30_l29,6000,0.937163,0.924003,0.93366,0.919776,0.110836,0.119913,0.925449,0.929603
ridge,nanomelt,0,esm2_t30_l29,500,0.918463,0.803719,0.907022,0.800587,1.55627,2.35779,0.844985,0.807828
ridge,nanomelt,0,esm2_t30_l29,640,0.914108,0.824063,0.909688,0.820871,1.62971,2.24475,0.848903,0.832699
ridge,nanomelt,0,esm2_t30_l29,700,0.912103,0.827857,0.906218,0.823239,1.6264,2.22209,0.84907,0.831118
ridge,zsurf_score,42,esm2_t30_l29,8000,0.818706,0.780071,0.823006,0.794256,0.0650672,0.0714828,0.790774,0.783021
ridge,nanomelt,0,esm2_t30_l29,750,0.90845,0.83078,0.902451,0.828943,1.67029,2.20481,0.848411,0.831066
ridge,nanomelt,0,esm2_t30_l29,800,0.909098,0.833282,0.905049,0.830765,1.6737,2.19053,0.850758,0.846253
ridge,nanomelt,0,esm2_t30_l29,1000,0.906733,0.840399,0.902766,0.837805,1.68397,2.14833,0.855387,0.856768
ridge,solubility_score,42,esm2_t30_l29,8000,0.936762,0.924274,0.933308,0.920604,0.110915,0.119735,0.931231,0.933968
ridge,zsurf_score,100,esm2_t30_l1,20,0.998388,0.378027,0.992481,0.387496,0.00472027,0.103854,0.978498,0.636846
