regression,score,random_state,embedding,sample_size,pearson_train,pearson_test,spearman_train,spearman_test,RMSE_train,RMSE_test,SDR_train,SDR_test
ridge,solubility_score,100,vhse,100,0.938554,0.386746,0.911635,0.371454,0.163627,0.287987,0.567892,0.310422
ridge,zsurf_score,100,vhse,100,0.920359,0.272616,0.914251,0.306587,0.0683377,0.105034,0.523962,0.322262
ridge,solubility_score,100,vhse,200,0.926559,0.458644,0.89085,0.454148,0.158299,0.276925,0.582733,0.420218
ridge,zsurf_score,100,vhse,200,0.893223,0.332273,0.889885,0.397783,0.0670145,0.102808,0.524674,0.397343
ridge,solubility_score,100,vhse,500,0.91659,0.614357,0.904172,0.626001,0.162331,0.246228,0.620263,0.557105
ridge,zsurf_score,100,vhse,500,0.866242,0.49661,0.863686,0.553458,0.0703994,0.0937899,0.521924,0.504981
ridge,solubility_score,100,vhse,638,0.936601,0.66591,0.920029,0.672336,0.129406,0.232761,0.740041,0.718389
ridge,zsurf_score,100,vhse,638,0.88383,0.53775,0.869921,0.588837,0.0585072,0.0918285,0.646697,0.645943
ridge,solubility_score,100,vhse,650,0.947108,0.671822,0.93037,0.680696,0.112761,0.233312,0.801551,0.787249
ridge,zsurf_score,100,vhse,650,0.883971,0.529855,0.874046,0.582173,0.0583459,0.0926311,0.65058,0.654187
ridge,solubility_score,100,vhse,800,0.956214,0.733168,0.943121,0.729791,0.0960849,0.217434,0.889609,0.890448
ridge,zsurf_score,100,vhse,800,0.864179,0.604615,0.853298,0.633729,0.0631243,0.0861871,0.608363,0.58082
ridge,solubility_score,100,vhse,1000,0.946058,0.781837,0.931352,0.774392,0.108396,0.195091,0.851939,0.826068
ridge,zsurf_score,100,vhse,1000,0.859474,0.62811,0.849674,0.651547,0.0595171,0.0844115,0.669017,0.63539
ridge,solubility_score,100,vhse,1500,0.942558,0.822413,0.932533,0.815001,0.107017,0.179063,0.895309,0.901898
ridge,zsurf_score,100,vhse,1500,0.850745,0.674418,0.846673,0.694673,0.0617409,0.0797892,0.690438,0.689639
ridge,solubility_score,100,vhse,2000,0.930101,0.843264,0.923016,0.839068,0.118071,0.167675,0.864216,0.869104
ridge,zsurf_score,100,vhse,2000,0.833975,0.704006,0.834037,0.720814,0.0647793,0.0767444,0.6997,0.724846
ridge,solubility_score,100,vhse,3000,0.918284,0.870025,0.913047,0.864609,0.126859,0.153452,0.868552,0.875268
ridge,zsurf_score,100,vhse,3000,0.818297,0.724847,0.823177,0.743679,0.0679486,0.0744775,0.714623,0.751151
ridge,solubility_score,100,vhse,4000,0.916636,0.878181,0.911859,0.874714,0.127513,0.148951,0.877236,0.892693
ridge,zsurf_score,100,vhse,4000,0.806552,0.735338,0.818294,0.753419,0.0688067,0.0732669,0.720861,0.762696
ridge,solubility_score,100,vhse,6000,0.917886,0.88681,0.913086,0.883574,0.126379,0.144348,0.901464,0.92648
ridge,zsurf_score,100,vhse,6000,0.80683,0.746588,0.816172,0.765569,0.0688934,0.072034,0.745295,0.789421
ridge,solubility_score,100,vhse,8000,0.914539,0.888102,0.909896,0.886591,0.128464,0.14343,0.901187,0.920105
ridge,zsurf_score,100,vhse,8000,0.804147,0.759323,0.81869,0.779147,0.0684187,0.0704115,0.754658,0.797302
ridge,solubility_score,100,nanobuilder,20,0.641174,0.158701,0.66015,0.163531,0.289414,0.308047,0.123221,0.113136
ridge,zsurf_score,100,nanobuilder,20,0.595309,-0.0129417,0.514286,-0.00711531,0.0735331,0.108854,0.113443,0.0697977
ridge,solubility_score,100,nanobuilder,50,0.565718,0.124669,0.585018,0.129834,0.292327,0.312314,0.162258,0.144561
ridge,zsurf_score,100,nanobuilder,50,0.618756,0.0608269,0.548427,0.0790174,0.111598,0.115018,0.242421,0.21552
ridge,solubility_score,100,nanobuilder,100,0.532288,0.142247,0.526649,0.152715,0.288397,0.309571,0.249147,0.238141
ridge,zsurf_score,100,nanobuilder,100,0.566242,0.107944,0.541314,0.148811,0.111399,0.109667,0.18601,0.196675
ridge,solubility_score,100,nanobuilder,200,0.590443,0.196018,0.586299,0.202723,0.255103,0.314507,0.438543,0.437422
ridge,zsurf_score,100,nanobuilder,200,0.46092,0.145734,0.436368,0.182225,0.106972,0.107525,0.189584,0.192909
ridge,solubility_score,100,nanobuilder,500,0.463714,0.243272,0.479681,0.245344,0.292467,0.302932,0.325927,0.321221
ridge,zsurf_score,100,nanobuilder,500,0.356809,0.173439,0.367521,0.208996,0.10964,0.106575,0.214211,0.216251
ridge,solubility_score,100,nanobuilder,638,0.48976,0.281442,0.503087,0.28457,0.283204,0.299844,0.375904,0.366506
ridge,zsurf_score,100,nanobuilder,638,0.350883,0.190093,0.358738,0.225021,0.105677,0.106097,0.207565,0.208092
ridge,solubility_score,100,nanobuilder,650,0.487095,0.281293,0.5031,0.284207,0.281785,0.299725,0.374408,0.362466
ridge,zsurf_score,100,nanobuilder,650,0.362991,0.196424,0.368926,0.229697,0.10501,0.106015,0.235373,0.236572
ridge,solubility_score,100,nanobuilder,800,0.467553,0.28802,0.466164,0.286256,0.284192,0.299684,0.385539,0.387504
ridge,zsurf_score,100,nanobuilder,800,0.307149,0.198039,0.332375,0.236196,0.107261,0.105882,0.18742,0.192719
ridge,solubility_score,100,nanobuilder,1000,0.4402,0.294155,0.42768,0.295824,0.289309,0.29914,0.371856,0.37751
ridge,zsurf_score,100,nanobuilder,1000,0.311566,0.221034,0.342325,0.260007,0.104248,0.105436,0.2114,0.213992
ridge,solubility_score,100,nanobuilder,1500,0.404183,0.306566,0.385948,0.307714,0.290881,0.296768,0.339143,0.34048
ridge,zsurf_score,100,nanobuilder,1500,0.319158,0.236214,0.337711,0.268676,0.106864,0.104965,0.239224,0.247499
ridge,solubility_score,100,nanobuilder,2000,0.397598,0.323515,0.378268,0.319883,0.290634,0.295284,0.354763,0.35789
ridge,zsurf_score,100,nanobuilder,2000,0.318848,0.241718,0.338088,0.275389,0.10847,0.104835,0.241884,0.255468
ridge,solubility_score,100,nanobuilder,3000,0.373985,0.33596,0.365456,0.333569,0.295194,0.293661,0.328839,0.329879
ridge,zsurf_score,100,nanobuilder,3000,0.328414,0.237477,0.347413,0.274576,0.11005,0.105115,0.276407,0.295686
ridge,solubility_score,100,nanobuilder,4000,0.368832,0.345627,0.364403,0.343142,0.295296,0.292331,0.333517,0.335895
ridge,zsurf_score,100,nanobuilder,4000,0.314386,0.256145,0.326216,0.283463,0.109455,0.104469,0.272295,0.288291
ridge,solubility_score,100,nanobuilder,6000,0.37107,0.345758,0.367931,0.339973,0.295526,0.292185,0.353071,0.353919
ridge,zsurf_score,100,nanobuilder,6000,0.324872,0.269,0.333307,0.293575,0.109746,0.104145,0.295906,0.313646
ridge,solubility_score,100,nanobuilder,8000,0.364567,0.351047,0.363435,0.348549,0.295607,0.2916,0.34986,0.348469
ridge,zsurf_score,100,nanobuilder,8000,0.321172,0.263557,0.334983,0.287658,0.10864,0.104389,0.305944,0.322284
ridge,solubility_score,100,ablang,20,0.971027,0.412961,0.956391,0.382945,0.199202,0.287607,0.380284,0.269692
ridge,zsurf_score,100,ablang,20,0.967535,0.30112,0.932331,0.302319,0.035945,0.104031,0.585597,0.33511
ridge,solubility_score,100,ablang,50,0.930844,0.57433,0.906555,0.552917,0.166005,0.263594,0.559038,0.437779
ridge,zsurf_score,100,ablang,50,0.923566,0.366075,0.870348,0.378053,0.0630548,0.110784,0.615007,0.596269
ridge,solubility_score,100,ablang,100,0.996835,0.661104,0.994707,0.648836,0.0277309,0.240888,0.964481,0.851364
ridge,zsurf_score,100,ablang,100,0.882502,0.451356,0.829847,0.46365,0.0673626,0.0992807,0.599494,0.598938
ridge,solubility_score,100,ablang,200,0.953919,0.739238,0.93448,0.71315,0.0985741,0.210294,0.850651,0.787098
ridge,zsurf_score,100,ablang,200,0.85287,0.519618,0.814412,0.53624,0.0663502,0.093123,0.610589,0.616424
ridge,solubility_score,100,ablang,500,0.938882,0.786716,0.925855,0.765914,0.11485,0.193894,0.864879,0.870246
ridge,zsurf_score,100,ablang,500,0.864085,0.604149,0.829296,0.610787,0.0604257,0.0876529,0.730332,0.757458
ridge,solubility_score,100,ablang,638,0.915002,0.794088,0.901636,0.77404,0.133448,0.189854,0.820743,0.838776
ridge,zsurf_score,100,ablang,638,0.831527,0.605602,0.802476,0.61598,0.0640981,0.0864501,0.684563,0.682424
ridge,solubility_score,100,ablang,650,0.927243,0.795888,0.915013,0.776329,0.121807,0.190314,0.858873,0.877677
ridge,zsurf_score,100,ablang,650,0.827663,0.611608,0.802081,0.619844,0.064779,0.0858635,0.680597,0.679675
ridge,solubility_score,100,ablang,800,0.921613,0.809732,0.912348,0.791958,0.125732,0.184141,0.861338,0.874332
ridge,zsurf_score,100,ablang,800,0.825127,0.628531,0.810995,0.631589,0.0648218,0.0843476,0.69536,0.687568
ridge,solubility_score,100,ablang,1000,0.919188,0.817636,0.908127,0.801699,0.127693,0.180922,0.865557,0.871761
ridge,zsurf_score,100,ablang,1000,0.817547,0.64033,0.806398,0.644969,0.0642279,0.0832692,0.695347,0.672417
ridge,solubility_score,100,ablang,1500,0.898156,0.830426,0.886986,0.815011,0.140773,0.173639,0.837954,0.838523
ridge,zsurf_score,100,ablang,1500,0.800722,0.661793,0.79077,0.665845,0.0682519,0.0810882,0.700097,0.699567
ridge,solubility_score,100,ablang,2000,0.894265,0.839315,0.881411,0.823656,0.142546,0.169429,0.842505,0.842893
ridge,zsurf_score,100,ablang,2000,0.798561,0.682337,0.784345,0.68867,0.0692088,0.0791613,0.722221,0.733452
ridge,solubility_score,100,ablang,3000,0.891969,0.848974,0.884211,0.835128,0.14436,0.164549,0.849522,0.854139
ridge,zsurf_score,100,ablang,3000,0.792138,0.686115,0.780543,0.689344,0.0713372,0.0789854,0.733026,0.759478
ridge,solubility_score,100,ablang,4000,0.892614,0.85282,0.887617,0.841673,0.143304,0.162728,0.869794,0.869448
ridge,zsurf_score,100,ablang,4000,0.787319,0.694372,0.77859,0.696997,0.0712592,0.0780691,0.736555,0.761753
ridge,solubility_score,100,ablang,6000,0.890346,0.860442,0.886523,0.848935,0.144991,0.158699,0.871406,0.871666
ridge,zsurf_score,100,ablang,6000,0.784618,0.704582,0.778487,0.706789,0.0719734,0.0772349,0.758392,0.792442
ridge,solubility_score,100,ablang,8000,0.88833,0.865891,0.883417,0.854575,0.145843,0.155832,0.872746,0.878841
ridge,zsurf_score,100,ablang,8000,0.773907,0.713298,0.76947,0.716223,0.0727565,0.0758831,0.738196,0.76168
ridge,solubility_score,100,antiberty,20,0.933723,0.310221,0.900752,0.298327,0.239286,0.300987,0.257122,0.149275
ridge,zsurf_score,100,antiberty,20,0.876438,0.239464,0.842105,0.245752,0.0579364,0.105663,0.316916,0.184957
ridge,solubility_score,100,antiberty,50,0.927489,0.548663,0.901273,0.528003,0.183151,0.276107,0.490404,0.399805
ridge,zsurf_score,100,antiberty,50,0.857429,0.335512,0.85383,0.349808,0.0896901,0.110752,0.382783,0.409878
ridge,solubility_score,100,antiberty,100,0.94354,0.579744,0.918344,0.561268,0.125719,0.257076,0.739358,0.650205
ridge,zsurf_score,100,antiberty,100,0.846975,0.401986,0.822226,0.413145,0.0751472,0.104717,0.543151,0.565249
ridge,solubility_score,100,antiberty,200,0.911294,0.668713,0.873715,0.649962,0.137568,0.231534,0.748224,0.695
ridge,zsurf_score,100,antiberty,200,0.807459,0.483961,0.792618,0.510533,0.0749854,0.0950512,0.533316,0.520231
ridge,solubility_score,100,antiberty,500,0.888314,0.724178,0.878761,0.71104,0.153156,0.215797,0.790483,0.796039
ridge,zsurf_score,100,antiberty,500,0.800707,0.54536,0.775369,0.563097,0.0722299,0.091305,0.631273,0.654565
ridge,solubility_score,100,antiberty,638,0.8781,0.745767,0.866806,0.732476,0.156862,0.208015,0.787352,0.788491
ridge,zsurf_score,100,antiberty,638,0.781238,0.575279,0.760474,0.597016,0.0717677,0.0885127,0.625577,0.618736
ridge,solubility_score,100,antiberty,650,0.87664,0.745698,0.865291,0.733244,0.156629,0.208049,0.786744,0.785872
ridge,zsurf_score,100,antiberty,650,0.781682,0.575108,0.764912,0.596606,0.0717986,0.0885496,0.625059,0.622665
ridge,solubility_score,100,antiberty,800,0.871332,0.760264,0.858602,0.747444,0.159389,0.203078,0.78693,0.784507
ridge,zsurf_score,100,antiberty,800,0.775971,0.597517,0.759465,0.613326,0.0722461,0.0868506,0.636289,0.633363
ridge,solubility_score,100,antiberty,1000,0.867139,0.775153,0.856227,0.765024,0.16181,0.1982,0.792383,0.807039
ridge,zsurf_score,100,antiberty,1000,0.764608,0.620264,0.757814,0.636615,0.0716821,0.0849554,0.637005,0.620477
ridge,solubility_score,100,antiberty,1500,0.862627,0.803594,0.848816,0.797439,0.160957,0.186035,0.822773,0.842415
ridge,zsurf_score,100,antiberty,1500,0.769628,0.658624,0.769418,0.662068,0.0722505,0.0815486,0.693497,0.719977
ridge,solubility_score,100,antiberty,2000,0.856016,0.806684,0.846811,0.80262,0.164349,0.184358,0.805301,0.82514
ridge,zsurf_score,100,antiberty,2000,0.757255,0.671657,0.756422,0.673497,0.0748707,0.0803253,0.69198,0.73566
ridge,solubility_score,100,antiberty,3000,0.861345,0.815068,0.85671,0.809326,0.16169,0.180845,0.837176,0.855489
ridge,zsurf_score,100,antiberty,3000,0.752212,0.68683,0.756138,0.689094,0.0768641,0.0788125,0.703688,0.750919
ridge,solubility_score,100,antiberty,4000,0.858403,0.81734,0.853777,0.811213,0.162966,0.179723,0.839248,0.85112
ridge,zsurf_score,100,antiberty,4000,0.748254,0.697266,0.751175,0.698708,0.0765592,0.0775962,0.707799,0.744691
ridge,solubility_score,100,antiberty,6000,0.852881,0.823585,0.846377,0.815401,0.166181,0.176773,0.83959,0.852022
ridge,zsurf_score,100,antiberty,6000,0.750299,0.712097,0.747555,0.710537,0.076707,0.0760676,0.732181,0.767168
ridge,solubility_score,100,antiberty,8000,0.853656,0.827672,0.847139,0.818921,0.165359,0.174967,0.842612,0.858461
ridge,zsurf_score,100,antiberty,8000,0.746522,0.719458,0.748219,0.719149,0.0763375,0.0751552,0.731752,0.761113
ridge,solubility_score,256,onehot,20,1.0,0.312541,1.0,0.317171,1.02826e-05,0.3034,0.999978,0.426853
ridge,zsurf_score,256,onehot,20,0.987746,0.245656,0.98797,0.274512,0.0498341,0.109198,0.657394,0.305428
ridge,solubility_score,256,onehot,50,1.0,0.32471,1.0,0.318192,6.66703e-06,0.305235,0.999985,0.505564
ridge,zsurf_score,256,onehot,50,0.986734,0.254695,0.983193,0.266471,0.0369019,0.110283,0.73749,0.384394
ridge,solubility_score,256,onehot,100,0.999933,0.35704,0.999868,0.356894,0.00537548,0.301575,0.989278,0.523809
ridge,zsurf_score,256,onehot,100,0.990497,0.272014,0.985791,0.303532,0.0270067,0.10923,0.812292,0.412177
ridge,solubility_score,256,onehot,200,0.98596,0.412643,0.986786,0.418825,0.0836077,0.288852,0.790525,0.42785
ridge,zsurf_score,256,onehot,200,0.972765,0.299844,0.967487,0.321708,0.0429827,0.107366,0.673081,0.368646
ridge,solubility_score,256,onehot,500,0.988606,0.56815,0.987515,0.563517,0.0618785,0.260319,0.873967,0.613977
ridge,zsurf_score,256,onehot,500,0.975389,0.448736,0.968824,0.468518,0.0334782,0.101951,0.803467,0.610665
ridge,solubility_score,256,onehot,638,0.987071,0.621893,0.98517,0.615816,0.0622258,0.247697,0.882118,0.641971
ridge,zsurf_score,256,onehot,638,0.96099,0.479569,0.956897,0.500808,0.0415292,0.0989826,0.743018,0.566143
ridge,solubility_score,256,onehot,650,0.986954,0.621617,0.984842,0.617026,0.0623266,0.24773,0.882116,0.647294
ridge,zsurf_score,256,onehot,650,0.96108,0.487054,0.957473,0.503023,0.0417507,0.0984716,0.741899,0.569395
ridge,solubility_score,256,onehot,800,0.985473,0.656342,0.982179,0.646145,0.0632341,0.238879,0.88619,0.676523
ridge,zsurf_score,256,onehot,800,0.946037,0.515506,0.94176,0.527561,0.0489862,0.0962383,0.692141,0.537991
ridge,solubility_score,256,onehot,1000,0.979783,0.682971,0.975551,0.67976,0.0749667,0.231301,0.854546,0.683001
ridge,zsurf_score,256,onehot,1000,0.940058,0.536686,0.937845,0.551632,0.0486762,0.0948151,0.699923,0.572543
ridge,solubility_score,256,onehot,1500,0.977273,0.748448,0.973844,0.755311,0.0763392,0.209481,0.870637,0.76174
ridge,zsurf_score,256,onehot,1500,0.916924,0.58138,0.912419,0.6073,0.0553038,0.0913363,0.663647,0.577314
ridge,solubility_score,256,onehot,2000,0.978274,0.80372,0.974515,0.806634,0.0702745,0.18868,0.905986,0.849414
ridge,zsurf_score,256,onehot,2000,0.911697,0.614232,0.909292,0.650048,0.0545249,0.0885992,0.6753,0.615202
ridge,solubility_score,256,onehot,3000,0.97377,0.858898,0.969172,0.862959,0.0732069,0.162848,0.941045,0.917144
ridge,zsurf_score,256,onehot,3000,0.898677,0.662766,0.896384,0.688855,0.0545286,0.0840816,0.703785,0.669043
ridge,solubility_score,256,onehot,4000,0.966074,0.888514,0.960817,0.889732,0.0818192,0.145663,0.93946,0.934171
ridge,zsurf_score,256,onehot,4000,0.88978,0.708332,0.889193,0.732215,0.05484,0.0792991,0.717097,0.70097
ridge,solubility_score,256,onehot,6000,0.956296,0.907616,0.952032,0.906491,0.0926333,0.132606,0.919841,0.907215
ridge,zsurf_score,256,onehot,6000,0.873256,0.750351,0.875148,0.774775,0.0577285,0.0742401,0.740308,0.756889
ridge,solubility_score,256,onehot,8000,0.952674,0.916416,0.949632,0.912662,0.09656,0.126472,0.924675,0.913049
ridge,zsurf_score,256,onehot,8000,0.867986,0.764249,0.871138,0.791078,0.0572562,0.072595,0.783909,0.809146
ridge,solubility_score,256,esm1b,20,1.0,0.562553,1.0,0.562563,6.54777e-06,0.286447,0.999989,0.924348
ridge,zsurf_score,256,esm1b,20,0.958815,0.280728,0.932331,0.292111,0.0696563,0.113348,0.534396,0.590526
ridge,solubility_score,256,esm1b,50,0.991782,0.618389,0.990012,0.617475,0.0538711,0.255036,0.912682,0.79935
ridge,zsurf_score,256,esm1b,50,0.976856,0.38483,0.948331,0.417179,0.0333366,0.111583,0.814206,0.741799
ridge,solubility_score,256,esm1b,100,0.982431,0.700262,0.981866,0.696508,0.0705107,0.226202,0.894149,0.754717
ridge,zsurf_score,256,esm1b,100,1.0,0.448535,1.0,0.474707,7.361e-06,0.11526,0.999971,0.947326
ridge,solubility_score,256,esm1b,200,0.95775,0.805053,0.950292,0.803424,0.101722,0.187844,0.834882,0.76082
ridge,zsurf_score,256,esm1b,200,0.888912,0.572745,0.847415,0.597489,0.0594547,0.0921895,0.634356,0.621567
ridge,solubility_score,256,esm1b,500,0.962921,0.871584,0.95934,0.870752,0.0901495,0.154923,0.906321,0.880914
ridge,zsurf_score,256,esm1b,500,0.860933,0.672251,0.838744,0.686891,0.0639945,0.0832917,0.697077,0.720532
ridge,solubility_score,256,esm1b,638,0.961476,0.880159,0.956385,0.878999,0.0907931,0.149955,0.910682,0.893276
ridge,zsurf_score,256,esm1b,638,0.877516,0.716935,0.863959,0.725939,0.0585426,0.0783222,0.749203,0.744869
ridge,solubility_score,256,esm1b,650,0.968667,0.878021,0.963764,0.875371,0.0814882,0.151731,0.931065,0.920084
ridge,zsurf_score,256,esm1b,650,0.879629,0.717722,0.866693,0.725341,0.0583053,0.0782549,0.752001,0.750106
ridge,solubility_score,256,esm1b,800,0.959143,0.89013,0.953547,0.88797,0.0921993,0.144001,0.911918,0.904758
ridge,zsurf_score,256,esm1b,800,0.889265,0.728462,0.879076,0.735807,0.0558617,0.077203,0.783515,0.788919
ridge,solubility_score,256,esm1b,1000,0.956734,0.89913,0.950277,0.898408,0.0934006,0.138276,0.91415,0.907826
ridge,zsurf_score,256,esm1b,1000,0.881153,0.738998,0.873719,0.743641,0.0562563,0.07576,0.787428,0.7794
ridge,solubility_score,256,esm1b,1500,0.959834,0.912053,0.955925,0.911406,0.0906159,0.130171,0.934924,0.946356
ridge,zsurf_score,256,esm1b,1500,0.871558,0.763573,0.864055,0.769949,0.058232,0.0726251,0.786135,0.79725
ridge,solubility_score,256,esm1b,2000,0.955924,0.919888,0.951398,0.918537,0.0942197,0.124273,0.934872,0.944367
ridge,zsurf_score,256,esm1b,2000,0.865722,0.7724,0.85958,0.782557,0.0582649,0.0713826,0.78795,0.793878
ridge,solubility_score,256,esm1b,3000,0.954497,0.927277,0.949512,0.9261,0.0951216,0.118334,0.937766,0.941978
ridge,zsurf_score,256,esm1b,3000,0.854644,0.779708,0.851578,0.789964,0.0594178,0.0703279,0.79186,0.798539
ridge,solubility_score,256,esm1b,4000,0.951026,0.929739,0.945752,0.929398,0.0975109,0.116359,0.937059,0.938078
ridge,zsurf_score,256,esm1b,4000,0.849,0.78811,0.848186,0.79905,0.059702,0.0691487,0.794192,0.791229
ridge,solubility_score,256,esm1b,6000,0.946379,0.934841,0.940735,0.935954,0.101704,0.112255,0.929092,0.933179
ridge,zsurf_score,256,esm1b,6000,0.853008,0.800495,0.852557,0.811902,0.0597505,0.0674493,0.822915,0.838656
ridge,solubility_score,256,esm1b,8000,0.947281,0.937306,0.941576,0.938151,0.101378,0.110271,0.938879,0.942324
ridge,zsurf_score,256,esm1b,8000,0.848458,0.808407,0.850267,0.82213,0.0602349,0.0661919,0.823354,0.834472
ridge,solubility_score,256,nanobert,20,0.838126,0.222694,0.777444,0.262238,0.350706,0.308064,0.236314,0.221776
ridge,zsurf_score,256,nanobert,20,0.819251,0.268663,0.67218,0.274813,0.11469,0.108465,0.204259,0.213748
ridge,solubility_score,256,nanobert,50,1.0,0.48747,1.0,0.509655,0.000315962,0.331445,0.999733,1.06573
ridge,zsurf_score,256,nanobert,50,0.91809,0.382456,0.889076,0.397111,0.0542281,0.111935,0.73381,0.726087
ridge,solubility_score,256,nanobert,100,0.919819,0.548293,0.919652,0.577561,0.144202,0.271479,0.763815,0.721491
ridge,zsurf_score,256,nanobert,100,0.94267,0.488251,0.896106,0.494168,0.0414629,0.108159,0.852856,0.890088
ridge,solubility_score,256,nanobert,200,0.865146,0.74752,0.846716,0.746265,0.171281,0.212003,0.704532,0.677673
ridge,zsurf_score,256,nanobert,200,0.801277,0.516817,0.739256,0.515906,0.0713144,0.0967701,0.608477,0.608732
ridge,solubility_score,256,nanobert,500,0.887271,0.783914,0.880135,0.783224,0.151311,0.197814,0.850951,0.83066
ridge,zsurf_score,256,nanobert,500,0.778088,0.645627,0.759071,0.657743,0.0758653,0.0864203,0.695239,0.71821
ridge,solubility_score,256,nanobert,638,0.857671,0.791857,0.847968,0.787591,0.168543,0.19332,0.787761,0.766309
ridge,zsurf_score,256,nanobert,638,0.767338,0.664787,0.753994,0.678217,0.0760664,0.0841329,0.697722,0.711511
ridge,solubility_score,256,nanobert,650,0.856867,0.790989,0.846754,0.787173,0.168746,0.193629,0.787565,0.767852
ridge,zsurf_score,256,nanobert,650,0.76619,0.665691,0.758742,0.681192,0.0765219,0.0840585,0.696751,0.714429
ridge,solubility_score,256,nanobert,800,0.867094,0.802484,0.857475,0.801362,0.160316,0.18891,0.842535,0.83922
ridge,zsurf_score,256,nanobert,800,0.751482,0.670066,0.748219,0.682788,0.0792697,0.0834056,0.659196,0.674642
ridge,solubility_score,256,nanobert,1000,0.870148,0.818325,0.861875,0.820123,0.156717,0.181886,0.845392,0.851027
ridge,zsurf_score,256,nanobert,1000,0.74501,0.682137,0.744151,0.6959,0.0784034,0.082155,0.665315,0.664418
ridge,solubility_score,256,nanobert,1500,0.871252,0.827026,0.860428,0.827539,0.158002,0.177931,0.854034,0.859694
ridge,zsurf_score,256,nanobert,1500,0.745157,0.691048,0.745873,0.704941,0.0783759,0.0811764,0.682391,0.692105
ridge,solubility_score,256,nanobert,2000,0.867731,0.833491,0.860676,0.83209,0.159151,0.174635,0.853822,0.854791
ridge,zsurf_score,256,nanobert,2000,0.741406,0.69952,0.750119,0.71592,0.0774304,0.0802469,0.688375,0.682306
ridge,solubility_score,256,nanobert,3000,0.869918,0.842542,0.860995,0.837976,0.157094,0.170186,0.860521,0.860238
ridge,zsurf_score,256,nanobert,3000,0.748151,0.707116,0.757158,0.724314,0.0754457,0.0793871,0.721229,0.719417
ridge,solubility_score,256,nanobert,4000,0.864232,0.845911,0.855598,0.843106,0.158554,0.168453,0.857851,0.85225
ridge,zsurf_score,256,nanobert,4000,0.749808,0.714978,0.76214,0.733068,0.0744148,0.0784865,0.724423,0.723585
ridge,solubility_score,256,nanobert,6000,0.861025,0.850683,0.854017,0.846722,0.159882,0.16601,0.856423,0.853367
ridge,zsurf_score,256,nanobert,6000,0.753458,0.726729,0.766849,0.743064,0.0751534,0.0772017,0.747139,0.759505
ridge,solubility_score,256,nanobert,8000,0.861897,0.854001,0.85531,0.850851,0.160395,0.16431,0.857722,0.856608
ridge,zsurf_score,256,nanobert,8000,0.747465,0.731737,0.762355,0.750569,0.0755204,0.0765398,0.742765,0.751151
ridge,solubility_score,256,vhse,20,0.995735,0.281482,0.98797,0.298635,0.091075,0.334553,0.806054,0.718924
ridge,zsurf_score,256,vhse,20,0.960113,0.227794,0.960902,0.276241,0.0848909,0.110806,0.404073,0.36096
ridge,solubility_score,256,vhse,50,0.960293,0.303364,0.944778,0.3425,0.186546,0.305727,0.520436,0.430932
ridge,zsurf_score,256,vhse,50,0.903408,0.26896,0.927779,0.303647,0.0764085,0.110376,0.461273,0.392766
ridge,solubility_score,256,vhse,100,0.968804,0.273651,0.959148,0.376115,0.109156,0.345492,0.76699,0.792662
ridge,zsurf_score,256,vhse,100,0.903197,0.246857,0.898206,0.342531,0.0712693,0.112162,0.492526,0.487424
ridge,solubility_score,256,vhse,200,0.923498,0.51037,0.923371,0.507851,0.165032,0.274686,0.59138,0.448018
ridge,zsurf_score,256,vhse,200,0.892687,0.375228,0.88941,0.407889,0.0693466,0.104125,0.479756,0.373258
ridge,solubility_score,256,vhse,500,0.958321,0.718484,0.955078,0.719922,0.103169,0.219756,0.824538,0.736966
ridge,zsurf_score,256,vhse,500,0.894603,0.542869,0.883891,0.575927,0.0608446,0.0949092,0.652675,0.635202
ridge,solubility_score,256,vhse,638,0.961807,0.749518,0.956627,0.749185,0.0923824,0.210304,0.884499,0.819572
ridge,zsurf_score,256,vhse,638,0.889222,0.573545,0.885411,0.603111,0.0605049,0.0922429,0.656969,0.637193
ridge,solubility_score,256,vhse,650,0.961818,0.740355,0.956702,0.742388,0.0922707,0.214109,0.884393,0.828574
ridge,zsurf_score,256,vhse,650,0.886773,0.577559,0.883286,0.608834,0.0612182,0.0919343,0.654935,0.640248
ridge,solubility_score,256,vhse,800,0.951204,0.764828,0.945526,0.769236,0.105782,0.203641,0.836787,0.7896
ridge,zsurf_score,256,vhse,800,0.87475,0.60155,0.87652,0.629183,0.063306,0.0899689,0.65513,0.666549
ridge,solubility_score,256,vhse,1000,0.943664,0.79913,0.936084,0.804288,0.109997,0.189962,0.841502,0.812809
ridge,zsurf_score,256,vhse,1000,0.850926,0.593051,0.854373,0.67053,0.0672573,0.0908414,0.613885,0.67364
ridge,solubility_score,256,vhse,1500,0.939969,0.83595,0.932231,0.839129,0.110834,0.17416,0.892684,0.890541
ridge,zsurf_score,256,vhse,1500,0.845876,0.682261,0.852789,0.715406,0.0652726,0.0821531,0.682466,0.715591
ridge,solubility_score,256,vhse,2000,0.929809,0.859029,0.924881,0.8605,0.119786,0.161678,0.861965,0.860504
ridge,zsurf_score,256,vhse,2000,0.842582,0.696367,0.853714,0.722483,0.0629739,0.08098,0.744264,0.769523
ridge,solubility_score,256,vhse,3000,0.929555,0.870737,0.923727,0.872091,0.117761,0.155836,0.90116,0.910838
